puma_geoid,STATEFIP,mean_val_2007,mean_val_2009,mean_val_2019,mean_val_2021,med_val_2007,med_val_2009,med_val_2019,med_val_2021,med_inc_2007,med_inc_2009,med_inc_2019,med_inc_2021,n_hh_2007,n_hh_2009,n_hh_2019,n_hh_2021,pct_chg_0709,pct_chg_1921,pct_chg_0721,abs_gain_0721,recovered_07,decimated
3902900,39,143511.04474781948,140629.25803209114,210081.87454985923,210132.11936717402,137500,120000,170000,150000,64810,62000,75000,88000,1664,1715,1083,1147,-2.0080591851256333,0.023916778837986416,46.42226299475586,66621.07461935453,1,FALSE
3903200,39,179206.08063391777,175572.5474560111,143184.1178450369,186773.85877402427,162500,155000,115000,148000,71640,70000,64000,78200,1198,1233,733,773,-2.027572482503682,30.443139633798623,4.222947186466267,7567.7781401065,1,FALSE
3903300,39,203014.6974139993,186557.2511789762,180104.82398984334,226151.44463369524,187500,170000,160000,190000,75800,73780,88100,90000,1231,1202,998,1101,-8.106529450654557,25.566567082316798,11.396587298561025,23136.747219695942,1,FALSE
3903400,39,134593.59536344532,128234.66995027449,136961.13387901554,173578.5117774478,112500,120000,120000,140000,55170,56000,77600,69200,1095,1039,808,774,-4.724537892014637,26.73559780162026,28.964911969793853,38984.91641400248,1,FALSE
3903500,39,118611.63893815274,116334.6989049971,136142.69810159758,153078.7910679967,112500,100000,100000,135000,50000,56000,67700,69400,904,1013,1282,1289,-1.9196598694187978,12.439956900046473,29.05882798552008,34467.15212984396,1,FALSE
3903600,39,124801.5406830892,138944.43989965096,137857.64422510506,179022.7842200838,112500,100000,120000,150000,50000,57000,70000,70000,968,990,1027,962,11.332311395477939,29.860614713364008,43.44597289442088,54221.24353699459,1,FALSE
3903700,39,112529.16748368302,125918.77958403404,155666.3530460694,176582.00592779517,112500,104000,135000,150000,49999,56100,72000,78130,801,735,1021,957,11.898792464000538,13.436206651244538,56.921098659509724,64052.838444112145,1,FALSE
3903800,39,138166.80030035763,129122.4352108341,217690.54940232894,266962.60208533943,112500,120000,200000,210000,55100,53000,100000,98000,952,928,1161,1302,-6.545975639489513,22.633987933002736,93.21761921459827,128795.8017849818,1,FALSE
3903900,39,207645.90096823024,186675.63772061243,248207.26835373088,260284.55331507212,187500,155000,220000,250000,77000,75100,99000,105000,1202,1198,1223,1236,-10.099049945043825,4.865806324466446,25.35020055844761,52638.652346841875,1,TRUE
3904000,39,91175.937086142,95443.76609955124,401806.1738530142,393630.01834722946,85000,75000,340000,375000,52300,56000,146500,150000,642,616,1608,1772,4.680872113633493,-2.034850641388022,331.7257720919635,302454.08126108744,1,FALSE
3904101,39,147382.25362606198,124285.6501827876,295825.0319892199,337967.85777180974,137500,110000,245000,300000,67580,60000,117800,127720,839,763,649,684,-15.671224231565247,14.245861987813651,129.31380777315377,190585.60414574775,1,TRUE
3904102,39,142630.30045481693,132953.96596157918,252937.43357930818,346698.74694617384,112500,120000,225000,275000,67300,60040,120000,112200,879,817,724,771,-6.784206765590502,37.06897474211421,143.0751010413826,204068.4464913569,1,FALSE
3904103,39,202233.0367310863,200775.73215180423,311604.5256436246,408077.9508605637,162500,160000,310000,360000,80200,82000,120000,140000,1200,1094,616,580,-0.7206065847786645,30.960213115541755,101.78599770679108,205844.91412947743,1,FALSE
3904200,39,255796.15514312437,245794.5049212717,234605.49223942703,291386.97259490745,225000,200000,200000,240000,94500,90000,101000,110000,1677,1718,1335,1459,-3.910008035991197,24.20296294578304,13.913742148262207,35590.81745178308,1,FALSE
3904601,39,233073.26341481096,221533.62091103639,172810.66310282075,188810.74726004648,225000,195000,150000,165000,77000,94300,80000,86500,859,856,686,751,-4.951079473769139,9.25873662535849,-18.99081666694154,-44262.51615476448,0,FALSE
3904602,39,166831.03440913022,201072.6452650763,153104.72551607984,176017.01833510867,137500,150000,123000,165000,61600,65200,79000,84000,1103,1058,734,760,20.52472489739123,14.965111456747605,5.506160144911099,9185.98392597845,1,FALSE
3904700,39,119335.0125409174,109707.90694385518,241706.8845176434,274155.5111980518,95000,85000,200000,250000,54000,56000,104600,115000,806,776,1120,1214,-8.067293405413016,13.42478380173727,129.73602244693257,154820.4986571344,1,FALSE
3904800,39,114844.46605782863,112263.46723194618,151195.75242153142,225065.12688364412,95000,100000,125000,155000,47400,47300,75500,89000,941,937,808,734,-2.2473863255917026,48.85677889691374,95.97385456110277,110220.66082581549,1,FALSE
4000100,40,104488.231300215,90643.39043987979,156668.85776030234,167054.2821354447,85000,75000,110000,145000,55900,58000,60200,65900,1388,1358,1865,1892,-13.250143760742102,6.6289015721501405,59.878562453091256,62566.05083522969,1,TRUE
4000200,40,97442.39983376928,104524.44630548218,138457.93103448275,155840.06533965594,75000,80000,100000,130000,52600,53804,58500,57600,1168,1172,884,827,7.26793108933528,12.554090744606162,59.93044671057925,58397.66550588666,1,FALSE
4000300,40,99260.83693828904,92980.49461165257,130806.88993209822,164217.70322859613,75000,85000,100000,120000,53300,54000,59000,60200,908,890,1915,1907,-6.327109986530731,25.54208980416968,65.44057887673374,64956.866290307094,1,FALSE
4000400,40,107610.39995100141,103050.7717354366,127696.7152599637,265754.3398089713,85000,87000,90000,170000,55600,56500,60000,74400,1661,1619,643,607,-4.23716315304186,108.11368504503129,146.9597175830385,158143.93985796988,1,FALSE
4000500,40,104763.05622213459,110603.52166133492,145208.5806641199,185956.00400935515,85000,85000,125000,125000,44600,48000,70000,75000,1738,1768,897,877,5.57492846220187,28.0613054399916,77.50150741599492,81192.94778722056,1,FALSE
4000800,40,122329.55355615125,109109.57753165545,243858.44315545243,284419.3317321277,85000,80000,180000,210000,48000,46900,91760,99500,1714,1820,651,694,-10.806853814297309,16.632964621536157,132.50255025379013,162089.77817597645,1,TRUE
4000900,40,113034.28969989443,117033.06309858727,238892.8595477246,237304.1783548756,95000,88000,190000,200000,50400,51100,102000,91800,1820,1730,1147,1198,3.5376640215191006,-0.6650182830314477,109.93999164759401,124269.88865498116,1,FALSE
4001301,40,181121.38922085872,179213.73255053925,197340.19421466373,223629.77358953547,137500,140000,170000,200000,66601,73900,86300,93000,1549,1579,999,1066,-1.0532475918640842,13.321958802915905,23.46955517045101,42508.38436867675,1,FALSE
4001302,40,133629.71765432315,132248.25826886916,134039.30003753988,159980.16658619026,112500,119000,100000,125000,57200,61200,68300,61000,1514,1498,1100,1098,-1.0337965309689425,19.353179658044482,19.719003672544712,26350.44893186711,1,FALSE
4001400,40,190846.79083011302,184323.65856208542,172122.87355231968,183025.58339879898,137500,130000,125000,140000,69010,69000,75000,85200,1662,1599,939,924,-3.417994213921225,6.334259718924127,-4.098160308221419,-7821.207431314047,0,FALSE
4100100,41,173766.48308001907,167368.5327054774,227032.74849416412,328460.8119958848,137500,140000,200000,280000,57500,59000,83000,79000,1167,1262,1228,1221,-3.6819243050430024,44.67552111951281,89.02426185643024,154694.32891586574,1,FALSE
4100200,41,283560.4586742253,236315.8431210935,326055.26009435696,442308.6918952453,225000,200000,250000,350000,49000,51860,80800,90800,1121,1123,1230,1285,-16.661214251811405,35.65451812286231,55.98391043773891,158748.23322101997,1,TRUE
4100300,41,200440.25632957352,204751.43206326384,231595.96283036898,312164.301440874,162500,170000,180000,235000,49800,59300,66000,64800,985,973,1046,1050,2.1508532330958916,34.78831738941701,55.73932460333638,111724.04511130048,1,FALSE
4100400,41,427110.4755864349,353403.67775662645,451740.2716852979,580100.8264838995,350000,280000,390000,500000,75000,72600,89600,90000,963,1019,1049,1063,-17.257080320637627,28.41468047994251,35.81985449722451,152990.3508974646,1,TRUE
4100500,41,294162.21021191863,280924.8396360507,328485.8289490223,380358.96405228757,225000,230000,300000,380000,59950,67140,83270,81000,1331,1334,1477,1541,-4.500024175889743,15.791589935319701,29.302456552210288,86196.75384036894,1,FALSE
4100600,41,245581.80674260127,254895.61170654013,365971.78002894355,408168.19477892993,225000,224000,300000,350000,72700,67600,98700,93600,1472,1436,1659,1585,3.79254680445479,11.529964071724109,66.20457361759635,162586.38803632866,1,FALSE
4100800,41,307092.3925439997,288242.56611025066,314869.7580495276,375795.5466239305,275000,250000,270000,300000,53800,53104,62800,64000,1150,1108,1044,1036,-6.138161312819978,19.349520561075785,22.372144588403348,68703.1540799308,1,FALSE
4101000,41,245973.64745256404,213036.8182678725,270226.4737933932,310209.09740285994,225000,165000,230000,280000,51570,50830,60800,78000,877,827,834,801,-13.390389387563722,14.795968377264268,26.11476904764105,64235.44995029591,1,TRUE
4101200,41,306268.25178948144,267896.7818280498,371946.94666689227,452792.46237511066,225000,250000,325000,400000,67400,74400,104000,105000,1341,1304,1312,1306,-12.528712897021693,21.73576539146103,47.84178893160139,146524.21058562922,1,TRUE
4101301,41,314268.019524503,291537.9211282319,507017.1726768672,520604.1666666667,275000,276000,450000,500000,63800,73000,121100,126000,600,659,797,898,-7.232711247763098,2.679789703781639,65.65610699248258,206336.1471421637,1,FALSE
4101302,41,252022.9881501191,214285.4615095019,333455.10394136026,396632.3339855776,225000,220000,320000,400000,63500,64400,88500,91700,659,637,666,756,-14.973843028215585,18.946247724949323,57.37942673281893,144609.34583545852,1,TRUE
4101303,41,314789.95858338266,300733.7524460099,493174.6846560366,502498.5219872686,275000,250000,415000,450000,59700,75600,110000,114030,579,614,729,758,-4.465265093152426,1.8905750074610703,59.62978115585762,187708.56340388593,1,FALSE
4101305,41,421154.2873539936,410290.6212487113,601259.0505001498,682711.6129935597,350000,390000,540000,600000,85000,97000,135000,151010,665,768,820,854,-2.579497925460049,13.546999820735264,62.104870707327926,261557.32563956606,1,FALSE
4200200,42,148620.98283819895,166508.1945677386,134667.60444286698,155116.4244214353,137500,145000,110000,135000,61740,67300,67930,66700,1615,1582,2028,1934,12.035455147684724,15.184661569623287,4.370474114215644,6495.441583236359,1,FALSE
4200300,42,113445.7429048414,118867.53471688445,123554.41950968489,139876.1720308942,95000,100000,95000,110000,51800,54000,69500,70000,2135,1854,2560,2360,4.7791937125316855,13.210172963444602,23.29785891412665,26430.429126052797,1,FALSE
4200400,42,102798.12616884851,102453.06547160563,173536.62043659433,193657.25501962844,85000,80000,150000,160000,53020,49700,69000,74530,1308,1333,2024,1892,-0.3356682753887057,11.594460311842745,88.38597767973077,90859.12885077993,1,FALSE
4200500,42,114973.14776108388,154295.15594144945,204763.8304980977,232981.84979999292,95000,115000,175000,200000,52500,55000,78120,74200,1722,1774,1900,1722,34.20103645598829,13.780763542688943,102.64022890295489,118008.70203890905,1,FALSE
4200600,42,210643.97168667632,223170.15507563506,195242.20433103037,310484.05848763,187500,185000,185000,225000,56000,62300,81400,104000,1879,1733,642,606,5.946613752417702,59.025073268077165,47.39755237309208,99840.08680095366,1,FALSE
4200801,42,140005.9724303711,156152.07744445457,156872.96501920186,192137.40982474413,137500,140000,130000,160000,66090,62300,80000,82350,586,584,1105,1078,11.532440176517028,22.479618971456148,37.23515253629588,52131.43739437303,1,FALSE
4200802,42,213542.83045217785,182454.55123253382,151234.0772508362,178875.90102048818,162500,150000,110000,150000,68600,63600,71330,74000,1638,1512,731,804,-14.55833434155315,18.277510116853723,-16.23418091737489,-34666.92943168967,0,TRUE
4201000,42,135887.05344349987,146160.38621724397,170300.09492899568,195895.68566313045,112500,125000,140000,160000,55600,58800,75000,79000,1391,1364,1317,1287,7.560199822873945,15.029698453665873,44.160669246229126,60008.632219630585,1,FALSE
4201100,42,140182.73106879307,139821.56980071805,198590.36620158673,197495.25180582918,95000,110000,160000,164000,55930,50000,72400,73000,1152,1103,1810,1678,-0.25763606210367673,-0.5514438674461768,40.884151920902895,57312.5207370361,1,FALSE
4201200,42,149458.82042386304,136498.03676426018,336172.11249059445,301605.29788106936,112500,125000,250000,270000,52000,52500,92000,105000,2279,2233,1062,1117,-8.671809146389801,-10.282475352708564,101.79825923001475,152146.47745720632,1,FALSE
4201300,42,213671.5093487919,223952.10288665254,137787.24643143182,155525.7093609123,187500,195000,100000,125000,70000,70000,70000,74300,1118,1038,2465,2448,4.811401187361325,12.873806095187344,-27.21270616054099,-58145.79998787961,0,FALSE
4201400,42,101288.73276276968,95548.09844337203,151912.88085051213,184757.48177554083,85000,80000,130000,150000,49000,50000,84000,76000,1744,1695,1352,1384,-5.667594176385741,21.620682025870472,82.40674627479538,83468.74901277115,1,FALSE
4201600,42,131202.49234081313,135771.5274746711,277463.6827707169,285483.69081330474,112500,120000,250000,250000,58500,59200,101000,100100,1372,1324,1851,1902,3.4824301370658413,2.8904712726729005,117.5901430833562,154281.1984724916,1,FALSE
4201701,42,109938.84599222608,107324.88407320385,267416.2087021237,340073.0972476145,85000,85000,200000,280000,55000,60000,97600,106000,356,306,733,857,-2.3776508616499994,27.169964340652097,209.3293313918008,230134.25125538843,1,FALSE
4201702,42,217898.36573059682,221050.0696480079,128000.49275821411,169747.4860422809,162500,175000,95000,130000,75000,88400,77000,75020,452,370,565,609,1.4464100760203698,32.61471294717949,-22.097861783804408,-48150.87968831591,0,FALSE
4201801,42,246983.6030188904,255895.66301172946,247195.9107074896,256311.57007759457,187500,195000,225000,248000,90770,94000,114000,108000,1437,1463,735,756,3.6083609939715005,3.6876254724503412,3.7767556002455485,9327.967058704176,1,FALSE
4201802,42,152505.9486469461,183005.96930073906,323068.5825906287,356434.66966864077,137500,160000,250000,320000,72200,77000,118000,140000,722,772,1298,1405,19.999233422953893,10.327865003292931,133.71853546106135,203928.72102169466,1,FALSE
4201803,42,192453.49881172433,186868.06449501452,279109.25307762634,292014.33368787466,137500,149000,200000,250000,74000,71720,110000,115000,948,872,978,1114,-2.902225395327313,4.623666348553172,51.732410941278786,99560.83487615033,1,FALSE
4201804,42,132443.1170175765,122975.11935317187,155832.56217718488,190777.2064356613,112500,100000,130000,175000,64204,69000,80910,91100,1105,1090,1028,1101,-7.148727602921132,22.424481616841817,44.0446364686081,58334.0894180848,1,FALSE
4201805,42,169070.879332125,160365.07398342673,112191.54774410781,129622.497551953,137500,125000,90000,110000,76000,75000,81600,66900,801,728,729,760,-5.149204512976174,15.536776306538336,-23.332452008295945,-39448.381780172014,0,FALSE
4201806,42,195898.8984439856,204763.55868308616,203348.71658955124,261631.63485174958,162500,175000,175000,210000,86500,87800,95000,101700,904,835,853,959,4.5251200029770775,28.661561892145777,33.554418595446705,65732.73640776396,1,FALSE
4201807,42,89288.63748256338,98355.3944149846,265250.38569945114,309618.17578172276,75000,81000,225000,275000,57200,59630,115600,120000,946,937,895,981,10.15443531008278,16.726757989541134,246.76100398797792,220329.53829915938,1,FALSE
4201900,42,194072.07097291457,198817.48035294353,143566.65689121818,154155.12338830726,162500,170000,135000,130000,70050,74000,76000,73000,1933,1895,2032,1865,2.445178925663777,7.37529641378503,-20.568105129448675,-39916.94758460732,0,FALSE
4202001,42,116687.13799486475,115188.36264360488,198928.35340927672,241933.4883604631,95000,100000,175000,200000,52500,58490,93500,100000,1048,1128,745,794,-1.2844392081377736,21.61840391988128,107.33518065299559,125246.35036559834,1,FALSE
4202002,42,149624.45990321465,131513.8755329379,193603.68325992,222715.05060565047,137500,110000,160000,200000,60420,61000,85000,90000,1328,1300,1106,1167,-12.104026562228977,15.036577225985612,48.849359756897265,73090.59070243582,1,TRUE
4202600,42,119059.908149976,139410.84890852167,132387.9069632439,165464.15585461352,112500,95000,100000,130000,53480,58200,75000,73500,943,962,1647,1577,17.093025750456842,24.98434309453422,38.975544686447726,46404.24770463751,1,FALSE
4202801,42,235826.1476835503,216952.35078175104,227142.12254381977,293716.96207857784,225000,200000,200000,250000,68710,68000,96850,95500,1146,1091,917,934,-8.003267274299704,29.30977257285891,24.548089753265984,57890.814395027526,1,FALSE
4202802,42,213876.7694451803,195976.70880675438,294564.4089351608,324049.67250278144,187500,180000,250000,280000,65500,62900,103000,111600,841,876,989,1050,-8.369333745249959,10.009784846108452,51.51232803048301,110172.90305760113,1,FALSE
4203001,42,168961.674179164,168470.94793325587,371568.3348994055,383552.5346036311,137500,150000,350000,350000,73400,75000,126100,122100,669,612,1104,1058,-0.2904364248828213,3.2253016682570967,127.00564282815921,214590.86042446713,1,FALSE
4203002,42,209818.9516338511,202717.18584262367,525500.0254820351,598309.5105706172,162500,167000,425000,500000,75000,76400,147000,160000,1111,1060,1056,1046,-3.3847113122653063,13.855277175637573,185.15513299042195,388490.55893676606,1,FALSE
4203101,42,229614.75078061756,212010.50886728513,311145.8682530722,345459.60843791027,187500,185000,280000,320000,80000,87080,131400,135000,913,883,1024,1105,-7.66686018798164,11.028184426003305,50.451836070399146,115844.85765729271,1,FALSE
4203102,42,182581.54168598363,185331.68422768867,309523.19878173876,378139.50662422576,162500,165000,300000,350000,66600,69000,115000,135000,1492,1410,905,953,1.5062544199757795,22.168389352577094,107.10719338462826,195557.96493824213,1,FALSE
4203201,42,198956.41880533454,195092.1354359926,250291.0831224335,275241.89470084856,187500,175000,240000,250000,69700,69020,95000,101440,987,1002,725,737,-1.942276299777437,9.968717729432653,38.34280711001047,76285.47589551401,1,FALSE
4203202,42,236777.9777321807,213434.5771738986,182343.2766863525,223223.05718242223,187500,190000,180000,210000,73000,77400,86000,78400,1585,1573,435,465,-9.858771825767425,22.41913233049265,-5.724738710747176,-13554.920549758477,0,TRUE
4203203,42,176651.200661721,197857.5444824575,149327.57495266892,187668.37599894393,162500,165000,150000,200000,65000,75000,72000,77000,721,650,372,421,12.004641769373361,25.67563362522131,6.236682963916174,11017.175337222929,1,FALSE
4203301,42,225474.32315788497,207607.26353996157,503813.6195151272,583365.934638849,187500,185000,380000,450000,68760,72150,165000,169000,919,895,1025,995,-7.924210334767149,15.79002870154311,158.7283227945897,357891.611480964,1,FALSE
4203302,42,217700.0590157581,225134.31632310373,209314.51820213164,310211.65795443335,187500,200000,180000,220000,73800,81000,93300,112000,980,1050,901,882,3.414908264589632,48.203603180008265,42.494981102406975,92511.59893867525,1,FALSE
4203303,42,290384.136385022,302109.0420751331,170364.25288842394,198217.0331512887,225000,200000,165000,191000,67001,75190,86300,94000,1370,1338,770,748,4.0377225271579515,16.348958065226437,-31.739717045537372,-92167.10323373333,0,FALSE
4203401,42,170304.24463522335,167862.1285523833,523062.7155477867,514861.0296904612,137500,150000,425000,425000,59600,70000,157280,171200,1240,1205,817,873,-1.4339725284421672,-1.5680119445592946,202.31837779102221,344556.7850552378,1,FALSE
4203402,42,233552.9626523262,224411.6956924882,508358.5314879188,512751.78915229184,225000,200000,450000,450000,75200,75900,158100,157400,1888,1815,851,886,-3.914001713369817,0.8642045706431573,119.54411681584584,279198.8264999656,1,FALSE
4203701,42,255386.10726223746,265271.7049605654,229808.5483766304,261736.91187667532,225000,226000,200000,245000,78690,78000,93900,95800,1124,1140,1256,1266,3.8708439563539403,13.893462069007942,2.486746316202972,6350.80461443786,1,FALSE
4203702,42,220110.35287327087,235812.54243931576,214643.81536320745,299354.5700336424,187500,220000,185000,200000,66500,87800,82500,89000,942,989,758,819,7.133780561010446,39.46573281279615,36.00203994311736,79244.21716037154,1,FALSE
4204001,42,361222.00919438043,364488.47921213385,260777.88355159984,284494.7336166691,350000,330000,220000,230000,92900,107100,105200,110150,809,870,1183,1196,0.9042832204600455,9.094655475404386,-21.241030065923514,-76727.27557771135,0,FALSE
4204002,42,360212.3480554664,351589.80711434793,156692.69637504948,204037.04664159846,350000,300000,140000,145000,99000,101000,71700,88000,1298,1261,1142,1114,-2.3937383012174736,30.214777945507183,-43.35645411850781,-156175.30141386797,0,FALSE
4400300,44,340594.15913034335,286933.4962600903,465516.6149010216,566559.9958640514,350000,250000,350000,425000,96900,85600,125000,130760,936,951,1069,1149,-15.755015590187327,21.705644380601477,66.34460124350878,225965.83673370804,1,TRUE
4400400,44,322227.7665307519,279468.90998210537,373597.13492905,467523.88442503073,275000,250000,350000,425000,84100,79400,125000,113300,1162,1108,1123,1204,-13.26976163755454,25.141185708990626,45.091122797579416,145296.11789427884,1,TRUE
4500301,45,143587.8563091289,137646.24081679402,181502.24498944386,236329.0627125561,112500,112000,150000,190000,57400,58150,75600,70600,698,693,830,949,-4.137965176904121,30.207239434587134,64.58847481068703,92741.2064034272,1,FALSE
4500302,45,146079.07076619638,141201.31111828305,189564.10545653786,227000.94454759467,112500,125000,175000,200000,55400,56800,76500,80400,1385,1325,1628,1716,-3.339122861563328,19.748907105011032,55.39593958050021,80921.87378139829,1,FALSE
4500400,45,107420.0197787255,96211.98903122605,150928.15934117287,160768.06639460774,75000,80000,100000,120000,45000,45304,60000,61000,1012,932,1288,1364,-10.433837910835308,6.51959653943157,49.663039278687414,53348.04661588224,1,TRUE
4500700,45,158468.71747211897,160916.47677678993,196962.01366615534,221922.2118461014,137500,130000,160000,175000,59700,60000,70000,79000,1507,1491,1120,1211,1.5446324951179249,12.672594941201622,40.04165325888149,63453.49437398242,1,FALSE
4500800,45,127990.32779433305,144603.13525190024,147893.23779139447,167997.60698766625,95000,105000,120000,135000,51000,53700,61400,57000,1112,1191,1363,1329,12.979736628428846,13.593839377990552,31.258048856332866,40007.279193333205,1,FALSE
4500900,45,155105.27177770095,151290.91579073432,165633.95086620035,200561.44259484348,112500,124000,135000,150000,60014,58000,75000,70400,1236,1226,1407,1478,-2.4592046055232886,21.087157280247258,29.306657534046263,45456.17081714253,1,FALSE
4501300,45,127017.14548802946,135091.02891385998,125696.73872145088,142168.52192413097,95000,100000,85000,105000,51500,50420,48000,55000,1557,1518,1397,1492,6.356530368249714,13.104383908624897,11.928607258403098,15151.376436101506,1,FALSE
4501400,45,94648.91449630812,96376.05716149753,408895.42116510397,459408.9915080202,75000,75000,280000,340000,48600,46000,86900,87900,893,909,1439,1515,1.8247886670235225,12.353664953983392,385.38220850482116,364760.07701171207,1,FALSE
4501500,45,221329.96482683983,209743.1683286494,179882.7279555982,231093.45876798144,187500,170000,145000,180000,56000,57000,70100,81500,1939,1936,1432,1383,-5.235078091326454,28.46895385365957,4.411284278104955,9763.493941141613,1,FALSE
4501600,45,125736.31776297418,138107.21152934484,156520.9965205289,187513.4105351926,95000,100000,120000,150000,58200,57800,62500,77200,1262,1281,805,871,9.838759386680195,19.80080289777534,49.13225857995505,61777.09277221843,1,FALSE
4600100,46,194649.8491538372,227919.23769613786,236726.07208506324,315150.1251667641,162500,165000,215000,250000,53960,65570,86150,82100,595,654,1007,960,17.09191591307474,33.128608264796696,61.90617487593949,120500.27601292689,1,FALSE
4600200,46,138997.7436028741,121084.52272655981,159632.1500366901,237037.71112405357,85000,96000,130000,150000,50000,55200,70700,73500,670,630,864,766,-12.88741846593825,48.48995711050216,70.53349571003558,98039.96752117947,1,TRUE
4600300,46,98754.48493824144,137466.85668977018,200764.08116175066,234553.58253732542,75000,89000,179000,200000,51930,59000,83000,86900,1027,1034,1389,1376,39.20062139531028,16.830451532986817,137.51182813014447,135799.09759908397,1,FALSE
4600400,46,136459.74967061923,145714.26271509955,176686.94571445684,214234.25470401486,112500,120000,159000,175000,63800,61650,93000,85000,1077,1034,1378,1384,6.781862832680313,21.250754455984595,56.99446556301359,77774.50503339563,1,FALSE
4600500,46,117229.37375383855,123625.79268380604,247273.17258470054,291572.45392587635,95000,90000,220000,250000,55600,60900,95000,100000,1011,1075,1314,1346,5.456327817121046,17.915118279158087,148.71962085042628,174343.08017203782,1,FALSE
4600600,46,167127.05318250146,169710.0204477423,273973.76433614956,335548.8612246191,137500,150000,220000,255000,65000,71850,97040,107600,1066,1227,766,680,1.545511164144244,22.47481507496482,100.7747129115011,168421.80804211763,1,FALSE
4700100,47,106537.13449762673,115087.30747480124,151286.51029177845,177229.30667250257,95000,85000,115000,130000,47000,52000,69000,79200,1574,1589,1280,1257,8.025533085240793,17.148122678413024,66.3544899233709,70692.17217487584,1,FALSE
4700200,47,103757.39159001314,116889.06058668632,149911.6317844327,186166.0692520482,85000,95000,100000,140000,44000,46500,60700,61500,1310,1279,1395,1401,12.656128681956119,24.183872215965213,79.42439222803965,82408.67766203507,1,FALSE
4700300,47,157902.06087729638,147606.12907390672,207389.99741104047,262333.27066512615,137500,130000,180000,230000,64000,68000,75900,79700,993,1098,1307,1201,-6.520454353911498,26.49273057523109,66.13669841141713,104431.20978782978,1,FALSE
4700400,47,172822.5156709282,166350.39777168786,236163.15671551842,289452.03612388496,137500,150000,200000,250000,56500,62000,82000,85000,1459,1438,1758,1719,-3.7449506356937428,22.564433906410812,67.4851421993135,116629.52045295676,1,FALSE
4700600,47,132630.65456102535,130723.41991596391,185635.4518303219,214886.57090905396,112500,100000,150000,175000,47800,44500,64900,61000,1770,1754,1109,1220,-1.4380043975308099,15.75729139575599,62.01878187231703,82255.91634802861,1,FALSE
4700700,47,105078.25248918004,103909.73262285927,193603.32185607986,224016.33130501566,85000,85000,150000,185000,38700,41500,69300,75000,1048,1063,1049,1036,-1.11204729679064,15.708929556252198,113.1900045902293,118938.07881583562,1,FALSE
4700900,47,118347.69172494712,130763.94236653902,164820.949347821,176142.2260313107,95000,100000,120000,145000,45000,41500,54400,57000,1269,1403,1072,1049,10.49133317314597,6.868833560470797,48.834526017359394,57794.534306363596,1,FALSE
4701000,47,173712.7823046776,196420.71006881093,156093.27993442077,171937.98931874803,137500,150000,140000,150000,63000,64508,60000,60000,763,782,878,911,13.072111023071148,10.150795339161348,-1.0216824360205785,-1774.7929859295546,0,FALSE
4701100,47,133331.5167168211,132429.07075019606,199360.7773363275,220447.94862558536,112500,120000,165000,190000,47600,50000,72980,76900,944,925,1008,967,-0.6768436967095423,10.577392188676697,65.33821414016336,87116.43190876427,1,FALSE
4701200,47,151572.99281966608,178143.67090246166,164095.28899053656,185153.112033195,137500,150000,130000,150000,52150,53900,52750,67500,1008,1010,1282,1405,17.529955428410677,12.832679824143433,22.154421172827846,33580.11921352893,1,FALSE
4701400,47,138921.77022287718,145508.38787721685,173759.13248096072,201058.67980109184,112500,125000,150000,150000,49000,57200,61000,57000,962,984,875,821,4.741242242862674,15.711143886565164,44.727985742282286,62136.90957821466,1,FALSE
4701500,47,203637.537603238,184979.61167282055,205992.94651104207,230658.45724310967,162500,160000,168000,200000,56000,60900,75000,67200,1022,907,1087,1008,-9.16232151990074,11.973958890260075,13.2691251121483,27020.91963987169,1,FALSE
4701700,47,160020.17711268863,148814.24300624852,222304.40260879675,283811.5768008417,112500,125000,195000,250000,55600,55000,87000,81100,1225,1205,1072,1046,-7.0028257115030685,27.6679964365272,77.35986918760709,123791.39968815309,1,FALSE
4701800,47,183099.26551131712,170431.0270981377,257463.6412394678,221108.241219285,137500,130000,180000,189000,61300,65000,73000,80000,863,859,1079,1145,-6.918781666219411,-14.120595764575754,20.758671861312628,38008.97570796788,1,FALSE
4701900,47,225427.85106219802,197354.47114341913,182903.17500209433,218241.73482225888,162500,156000,155000,200000,72700,68650,73700,74000,1414,1428,1308,1233,-12.453376894868747,19.3209110884816,-3.187767707529811,-7186.116239939147,0,TRUE
4702100,47,145274.49700924417,160951.06989016262,172987.81450142871,198959.14319399532,112500,135000,150000,150000,48000,46000,63000,65000,1084,1159,1092,1047,10.791001313823797,15.013386213022597,36.953937057056244,53684.64618475115,1,FALSE
4702300,47,194072.62094127527,185902.31850561622,327787.49509409984,374323.0165895239,162500,169000,305000,350000,70000,72000,108000,112400,1723,1781,1037,972,-4.209920181441416,14.196856863641127,92.87780768560386,180250.3956482486,1,FALSE
4702600,47,167311.89668783866,146649.2744039423,558827.5758692953,684639.0866936587,137500,120000,475000,600000,56500,55000,134300,140000,1226,1160,2104,1964,-12.349762744276056,22.51347575835979,309.19928603225435,517327.19000582007,1,TRUE
4702700,47,117752.03772894168,122193.10507142564,241527.12768894632,280099.4909612026,95000,95000,200000,250000,46000,50000,75120,84900,1227,1253,1260,1254,3.7715418162928445,15.970199141328823,137.8723089327552,162347.45323226092,1,FALSE
