puma_geoid,risk_score,sovi_score,resl_score,nri_pop,nri_tracts
0609502,75.38750081845203,32.56577593828302,60.72384788532159,155578,34
0609503,75.95913472711872,41.65188271591436,60.72384788532159,142766,28
0609701,91.02764439860492,48.19412578080095,54.67954033882241,174079,53
0609702,89.91079480868602,31.36024400821667,54.679540338822385,126084,26
0609703,92.02135582267212,45.951658467236044,54.6795403388224,188167,42
0609901,57.31766349573938,41.81112214833257,27.786992062551796,123533,26
0609902,61.5815989494167,61.896762082492394,27.7869920625518,125745,25
0609903,62.659986229292876,36.48186250860686,27.7869920625518,187098,38
0609904,49.65031372731961,40.524134021107585,27.786992062551793,116307,23
0610100,61.781880009882244,55.044410956325706,30.56399329583401,181133,40
0610701,62.44055650036882,40.04059409711567,4.19973936737353,153968,32
0610702,74.40679621009363,55.05563693135879,4.19973936737353,162142,35
0610703,68.79133470726774,72.03433247021289,4.199739367373529,156475,36
0611101,83.43531957441544,36.0620474192255,27.489633929629203,115390,25
0611102,84.33764720283375,30.02677201087049,27.4896339296292,150497,34
0611103,74.95263309336966,53.621583130818884,27.48963392962921,194887,43
0611104,90.51508622708616,44.38544277840328,27.489633929629193,127623,30
0611105,93.66084625549288,44.50153748422002,27.489633929629203,124391,26
0611106,83.80552553040333,36.749511627006164,27.4896339296292,130348,30
0611300,54.312337935075405,43.42337406767869,58.3402440469139,216393,53
0800100,78.83590658748024,47.87170850118711,19.76792253654395,109783,35
0800102,52.68730440535155,29.269988221305066,60.00710816254001,137584,31
0800103,39.78715706259044,29.130891554971942,60.00710816254,221208,55
0800200,77.5658596941718,36.08136850090324,23.314666263894093,106123,28
0800300,43.94439431289231,33.011039670037114,42.5470915768274,217755,51
0800400,93.95231871229866,27.42497369319519,34.19711588600191,120934,41
0800600,63.70023710993907,44.97967425956811,34.288379138054864,109148,36
0800700,25.78395653118491,47.839367291728834,54.31583935552659,159991,55
0800800,73.0343499729704,73.48491445909198,13.602387114699445,97993,37
0800801,84.08133870439838,28.695195103431796,61.16181678586247,105176,32
0800802,37.79296522970933,23.86555298244584,70.19519215542707,196138,46
0800803,50.6262610258978,40.12449525638595,85.95900959601938,126577,31
0800804,25.238364441378316,19.662430938715246,71.57470003146011,176048,45
0800805,37.53327487328007,33.72564167135094,40.44544123650027,128429,26
0800806,33.30521598151777,31.69626472306799,36.00639734628601,154483,31
0800807,40.60316448088953,28.380424384041444,36.006397346286015,188403,39
0800808,29.140146113933504,20.429698159054098,38.9396990877858,121162,29
0800809,30.762420959988294,47.94083300171974,38.77952513884162,122955,28
0800810,34.29983573293649,55.73617298252237,38.27701455046937,123908,28
0800811,41.54508357612076,22.984177583429197,38.9396990877858,121921,32
0800812,45.776260310071244,30.418527872155188,57.589148205189,202730,41
0800813,39.157009113837724,35.44319923859611,57.589148205189005,124357,37
0800814,37.17789852156703,19.785553771102954,57.589148205188984,119956,33
0800815,33.16998427846581,49.19627489346802,54.409190953003815,175835,48
0800816,34.94527275072621,47.68942365263818,57.58914820518899,122314,27
0800817,41.0620337296561,24.642968261751673,55.037557241933676,125537,30
0800818,41.66857102569871,35.72409774075793,55.486316787110496,125677,34
0800819,33.327288917225545,30.783689976206983,55.48631678711051,149691,36
0800820,35.79713077001115,38.998643871176405,43.00609336515791,111335,33
0800821,28.769632196426652,15.578357629646826,62.51050886115309,129885,30
0800822,44.89904935498618,13.418014966056353,64.71508115152228,130722,27
0800823,52.54451586897947,13.561150410507304,62.297938675180625,150056,27
0800824,49.20054491663122,22.155374737100466,39.30445554586278,142940,31
0800900,80.2078078679966,50.53955897996278,32.56352464593,115401,34
0801001,30.17320294555224,49.98669191777138,43.0967894799194,137218,29
0801002,69.29285459416985,52.201157831985775,27.088156839639367,105108,31
0804101,54.152020722569766,22.728253091866392,43.316605300796475,141938,34
0804102,48.81713674755976,36.997359354655956,44.783793389408814,112303,30
