puma_geoid,hc_share,n_orig
800806,0.204071138535738,56397
800807,0.204071138535738,56397
800809,0.164922390176464,74794
800810,0.170556804149133,71440
800817,0.125595456274959,71543
800824,0.171798061027512,59817
800800,0.299672398287103,1205
800808,0.163412412372767,75747
800811,0.163412412372767,75747
800815,0.172537106742827,74539
800820,0.153793084730736,74780
800900,0.111915102184001,3212
800100,0.207981501358785,2493
800801,0.116953247035012,53920
800802,0.100222176969561,33997
800803,0.0714326862146437,34718
800600,0.229558324271586,3404
801002,0.167989657883141,5734
800812,0.17446963170364,74288
800813,0.17446963170364,74288
800814,0.17446963170364,74288
800816,0.17446963170364,74288
800821,0.103837301303189,56660
800822,0.094794425221812,51733
800823,0.0956856624197821,43346
800400,0.0928078564743859,4594
804101,0.149898034145457,62909
804102,0.149862476442724,78532
804103,0.149862476442724,78532
804104,0.149862476442724,78532
804105,0.149862476442724,78532
804106,0.149862476442724,78532
800200,0.146887555903109,4715
800818,0.123999110320285,71936
800819,0.123999110320285,71936
800102,0.106879268561357,36312
800103,0.106879268561357,36312
801001,0.167317775264727,19454
800700,0.265131693703122,17199
800300,0.173739313591872,32284
900100,0.156051390026124,102588
900101,0.156051390026124,102588
900102,0.156051390026124,102588
900103,0.156051390026124,102588
900104,0.156051390026124,102588
900105,0.156051390026124,102588
900300,0.192488843425771,88961
900301,0.192488843425771,88961
900302,0.192488843425771,88961
900303,0.192488843425771,88961
900304,0.192488843425771,88961
900305,0.192488843425771,88961
900306,0.192488843425771,88961
900500,0.164325398617824,22139
900700,0.135088937556754,18721
900900,0.219611962984487,89476
900901,0.219611962984487,89476
900902,0.219611962984487,89476
900903,0.219611962984487,89476
900904,0.219611962984487,89476
900905,0.219611962984487,89476
900906,0.219611962984487,89476
901100,0.183707724724117,28001
901101,0.183707724724117,28001
901300,0.135769872151195,14392
901500,0.247782915182294,13193
1000200,0.199268091134459,16942
1000101,0.200143687763149,59852
1000102,0.200143687763149,59852
1000103,0.200143687763149,59852
1000104,0.200143687763149,59852
1000300,0.173700832615561,17415
1100101,0.161059107500294,67944
1100102,0.161059107500294,67944
1100103,0.161059107500294,67944
1100104,0.161059107500294,67944
1100105,0.161059107500294,67944
1200101,0.16618896242639,19189
1200102,0.16618896242639,19189
1208900,0.17735479738305,5587
1200500,0.180099219654423,11421
1202300,0.302285355751129,1606
1200901,0.215461057847679,74264
1200902,0.215461057847679,74264
1200903,0.215461057847679,74264
1200904,0.215461057847679,74264
1201101,0.289886191254388,272914
1201102,0.289886191254388,272914
1201103,0.289886191254388,272914
1201104,0.289886191254388,272914
1201105,0.289886191254388,272914
1201106,0.289886191254388,272914
1201107,0.289886191254388,272914
1201108,0.289886191254388,272914
1201109,0.289886191254388,272914
1201110,0.289886191254388,272914
1201111,0.289886191254388,272914
1201112,0.289886191254388,272914
1201113,0.289886191254388,272914
1201114,0.289886191254388,272914
1206300,0.291042336047516,1777
1201500,0.227718488606865,20802
1201701,0.24124388875531,12477
1201900,0.21060236984435,24221
1202101,0.210712528409757,42679
1202102,0.210712528409757,42679
1202103,0.210712528409757,42679
1202700,0.317302882972609,4606
1203101,0.271197697586894,103891
1203102,0.271197697586894,103891
1203103,0.271197697586894,103891
1203104,0.271197697586894,103891
1203105,0.271197697586894,103891
1203106,0.271197697586894,103891
1203107,0.271197697586894,103891
1203301,0.235944527736132,26680
1203302,0.235944527736132,26680
1203500,0.238328203938119,18322
1209300,0.339224060191029,2232
1212100,0.334899455255328,813
1205301,0.2830956357874,23349
1205701,0.269515563854004,156388
1205702,0.269515563854004,156388
1205703,0.269515563854004,156388
1205704,0.269515563854004,156388
1205705,0.269515563854004,156388
1205706,0.269515563854004,156388
1205707,0.269515563854004,156388
1205708,0.269515563854004,156388
1206100,0.21259017202047,16219
1206901,0.233089957294393,36295
1206902,0.216011808212678,19877
1206903,0.230346076900337,32043
1207101,0.296244828683569,94270
1207102,0.296244828683569,94270
1207103,0.296244828683569,94270
1207104,0.296244828683569,94270
1207105,0.296244828683569,94270
1207300,0.1705474619184,24093
1207301,0.1705474619184,24093
1208101,0.197175071242721,40355
1208102,0.197175071242721,40355
1208103,0.197175071242721,40355
1208301,0.267717774420947,31776
1208302,0.267717774420947,31776
1208303,0.267717774420947,31776
1208500,0.154354316204027,15743
1208601,0.346950409131183,306992
1208602,0.346950409131183,306992
1208603,0.346950409131183,306992
1208604,0.346950409131183,306992
1208605,0.346950409131183,306992
1208606,0.346950409131183,306992
1208607,0.346950409131183,306992
1208608,0.346950409131183,306992
1208609,0.346950409131183,306992
1208610,0.346950409131183,306992
1208611,0.346950409131183,306992
1208612,0.346950409131183,306992
1208613,0.346950409131183,306992
1208614,0.346950409131183,306992
1208615,0.346950409131183,306992
1208616,0.346950409131183,306992
1208617,0.346950409131183,306992
1208618,0.346950409131183,306992
1208619,0.346950409131183,306992
1208620,0.346950409131183,306992
1208621,0.346950409131183,306992
1208622,0.346950409131183,306992
1208623,0.346950409131183,306992
1208624,0.346950409131183,306992
1208700,0.334685092406231,90714
1209100,0.168718831369434,22659
1209501,0.269619120230716,150835
1209502,0.269619120230716,150835
1209503,0.269619120230716,150835
1209504,0.269619120230716,150835
1209505,0.269619120230716,150835
1209506,0.269619120230716,150835
1209507,0.269619120230716,150835
1209508,0.269619120230716,150835
1209509,0.269619120230716,150835
1209510,0.269619120230716,150835
1209701,0.343541517934074,40621
1209702,0.343541517934074,40621
1209901,0.229623040756681,181001
1209902,0.229623040756681,181001
1209903,0.229623040756681,181001
1209904,0.229623040756681,181001
1209905,0.229623040756681,181001
1209906,0.229623040756681,181001
1209907,0.229623040756681,181001
1209908,0.229623040756681,181001
1209909,0.229623040756681,181001
1209910,0.229623040756681,181001
1209911,0.229623040756681,181001
1210101,0.264462300087907,64841
1210102,0.264462300087907,64841
1210103,0.264462300087907,64841
1210104,0.264462300087907,64841
1210301,0.239325144242976,114217
1210302,0.239325144242976,114217
