puma_geoid,cluster,cluster_label
3402001,1,Below-Average Recovery
3402002,1,Below-Average Recovery
3402003,1,Below-Average Recovery
3402101,3,Persistently Depressed
3402102,1,Below-Average Recovery
3402103,1,Below-Average Recovery
3402104,1,Below-Average Recovery
3402201,1,Below-Average Recovery
3402202,1,Below-Average Recovery
3402301,3,Persistently Depressed
3402302,4,Above-Average Recovery
3402303,1,Below-Average Recovery
3402400,3,Persistently Depressed
3402500,3,Persistently Depressed
3402600,3,Persistently Depressed
3500100,3,Persistently Depressed
3500200,3,Persistently Depressed
3500300,3,Persistently Depressed
3500400,3,Persistently Depressed
3500500,3,Persistently Depressed
3500600,3,Persistently Depressed
3500700,3,Persistently Depressed
3500801,1,Below-Average Recovery
3500802,1,Below-Average Recovery
3500803,3,Persistently Depressed
3500804,3,Persistently Depressed
3500805,1,Below-Average Recovery
3500806,3,Persistently Depressed
3500900,3,Persistently Depressed
3501001,3,Persistently Depressed
3501002,3,Persistently Depressed
3501100,3,Persistently Depressed
3501200,3,Persistently Depressed
3600100,3,Persistently Depressed
3600200,3,Persistently Depressed
3600300,1,Below-Average Recovery
3600401,3,Persistently Depressed
3600402,3,Persistently Depressed
3600403,3,Persistently Depressed
3600500,1,Below-Average Recovery
3600600,3,Persistently Depressed
3600701,3,Persistently Depressed
3600702,1,Below-Average Recovery
3600703,1,Below-Average Recovery
3600704,1,Below-Average Recovery
3600800,3,Persistently Depressed
3600901,1,Below-Average Recovery
3600902,3,Persistently Depressed
3600903,3,Persistently Depressed
3600904,1,Below-Average Recovery
3600905,1,Below-Average Recovery
3600906,1,Below-Average Recovery
3601000,3,Persistently Depressed
3601101,3,Persistently Depressed
3601102,1,Below-Average Recovery
3601201,3,Persistently Depressed
3601202,1,Below-Average Recovery
3601203,1,Below-Average Recovery
3601204,3,Persistently Depressed
3601205,3,Persistently Depressed
3601206,2,Boom Markets
3601207,1,Below-Average Recovery
3601300,3,Persistently Depressed
3601400,1,Below-Average Recovery
3601500,3,Persistently Depressed
3601600,3,Persistently Depressed
3601700,1,Below-Average Recovery
3601801,1,Below-Average Recovery
3601802,1,Below-Average Recovery
3601900,1,Below-Average Recovery
3602001,3,Persistently Depressed
3602002,1,Below-Average Recovery
3602100,3,Persistently Depressed
3602201,3,Persistently Depressed
3602202,3,Persistently Depressed
3602203,3,Persistently Depressed
3602300,1,Below-Average Recovery
3602401,3,Persistently Depressed
3602402,3,Persistently Depressed
3602500,3,Persistently Depressed
3602600,3,Persistently Depressed
3602701,3,Persistently Depressed
3602702,1,Below-Average Recovery
3602801,1,Below-Average Recovery
3602802,1,Below-Average Recovery
3602901,1,Below-Average Recovery
3602902,1,Below-Average Recovery
3602903,1,Below-Average Recovery
3603001,1,Below-Average Recovery
3603002,1,Below-Average Recovery
3603003,1,Below-Average Recovery
3603101,1,Below-Average Recovery
3603102,1,Below-Average Recovery
3603103,4,Above-Average Recovery
3603104,4,Above-Average Recovery
3603105,4,Above-Average Recovery
3603106,1,Below-Average Recovery
3603107,1,Below-Average Recovery
3603201,4,Above-Average Recovery
3603202,4,Above-Average Recovery
3603203,1,Below-Average Recovery
3603204,1,Below-Average Recovery
3603205,1,Below-Average Recovery
3603206,1,Below-Average Recovery
3603207,1,Below-Average Recovery
3603208,1,Below-Average Recovery
3603209,4,Above-Average Recovery
3603210,1,Below-Average Recovery
3603211,1,Below-Average Recovery
3603212,4,Above-Average Recovery
3603301,1,Below-Average Recovery
3603302,4,Above-Average Recovery
3603303,1,Below-Average Recovery
3603304,1,Below-Average Recovery
3603305,4,Above-Average Recovery
3603306,1,Below-Average Recovery
3603307,1,Below-Average Recovery
3603308,1,Below-Average Recovery
3603309,1,Below-Average Recovery
3603310,1,Below-Average Recovery
3603311,1,Below-Average Recovery
3603312,1,Below-Average Recovery
3603313,1,Below-Average Recovery
3603701,3,Persistently Depressed
3603702,3,Persistently Depressed
3603703,3,Persistently Depressed
3603704,1,Below-Average Recovery
3603705,3,Persistently Depressed
3603706,3,Persistently Depressed
3603707,3,Persistently Depressed
3603708,3,Persistently Depressed
3603709,2,Boom Markets
3603710,3,Persistently Depressed
3603801,3,Persistently Depressed
3603802,4,Above-Average Recovery
3603803,4,Above-Average Recovery
3603804,4,Above-Average Recovery
3603805,4,Above-Average Recovery
3603806,4,Above-Average Recovery
3603807,4,Above-Average Recovery
3603808,4,Above-Average Recovery
3603809,4,Above-Average Recovery
3603810,4,Above-Average Recovery
3603901,1,Below-Average Recovery
3603902,1,Below-Average Recovery
3603903,1,Below-Average Recovery
3604001,4,Above-Average Recovery
3604002,4,Above-Average Recovery
3604003,4,Above-Average Recovery
3604004,4,Above-Average Recovery
3604005,4,Above-Average Recovery
3604006,4,Above-Average Recovery
3604007,3,Persistently Depressed
3604008,1,Below-Average Recovery
3604009,1,Below-Average Recovery
3604010,1,Below-Average Recovery
3604011,4,Above-Average Recovery
3604012,4,Above-Average Recovery
3604013,4,Above-Average Recovery
3604014,4,Above-Average Recovery
3604015,4,Above-Average Recovery
3604016,1,Below-Average Recovery
3604017,4,Above-Average Recovery
3604018,2,Boom Markets
3604101,1,Below-Average Recovery
3604102,3,Persistently Depressed
3604103,1,Below-Average Recovery
3604104,4,Above-Average Recovery
3604105,1,Below-Average Recovery
3604106,1,Below-Average Recovery
3604107,3,Persistently Depressed
3604108,1,Below-Average Recovery
3604109,1,Below-Average Recovery
3604110,1,Below-Average Recovery
3604111,1,Below-Average Recovery
3604112,1,Below-Average Recovery
3604113,1,Below-Average Recovery
3604114,3,Persistently Depressed
3700100,3,Persistently Depressed
3700200,3,Persistently Depressed
3700300,3,Persistently Depressed
3700400,3,Persistently Depressed
3700500,3,Persistently Depressed
3700600,3,Persistently Depressed
3700700,3,Persistently Depressed
3700800,3,Persistently Depressed
3700900,3,Persistently Depressed
3701000,3,Persistently Depressed
3701100,3,Persistently Depressed
3701201,1,Below-Average Recovery
3701202,1,Below-Average Recovery
3701203,1,Below-Average Recovery
3701204,1,Below-Average Recovery
3701205,1,Below-Average Recovery
3701206,1,Below-Average Recovery
3701207,1,Below-Average Recovery
3701208,1,Below-Average Recovery
3701301,1,Below-Average Recovery
3701302,3,Persistently Depressed
3701400,1,Below-Average Recovery
3701500,3,Persistently Depressed
3701600,3,Persistently Depressed
3701701,3,Persistently Depressed
3701702,3,Persistently Depressed
3701703,1,Below-Average Recovery
3701704,3,Persistently Depressed
3701801,3,Persistently Depressed
3701802,3,Persistently Depressed
3701803,1,Below-Average Recovery
3701900,3,Persistently Depressed
3702000,3,Persistently Depressed
3702100,3,Persistently Depressed
3702201,2,Boom Markets
3702202,3,Persistently Depressed
3702300,3,Persistently Depressed
3702400,3,Persistently Depressed
3702500,3,Persistently Depressed
3702600,3,Persistently Depressed
3702700,3,Persistently Depressed
3702800,3,Persistently Depressed
3702900,1,Below-Average Recovery
3703001,1,Below-Average Recovery
3703002,1,Below-Average Recovery
3703101,2,Boom Markets
3703102,3,Persistently Depressed
3703103,2,Boom Markets
3703104,1,Below-Average Recovery
3703105,2,Boom Markets
3703106,1,Below-Average Recovery
3703107,1,Below-Average Recovery
3703108,1,Below-Average Recovery
3703200,2,Boom Markets
3703300,3,Persistently Depressed
3703400,3,Persistently Depressed
3703500,3,Persistently Depressed
3703600,3,Persistently Depressed
3703700,3,Persistently Depressed
3703800,3,Persistently Depressed
3703900,3,Persistently Depressed
3704000,3,Persistently Depressed
3704100,3,Persistently Depressed
3704200,3,Persistently Depressed
3704300,3,Persistently Depressed
3704400,3,Persistently Depressed
3704500,3,Persistently Depressed
3704600,3,Persistently Depressed
3704700,2,Boom Markets
3704800,3,Persistently Depressed
3704900,3,Persistently Depressed
3705001,3,Persistently Depressed
3705002,3,Persistently Depressed
3705003,3,Persistently Depressed
3705100,3,Persistently Depressed
3705200,3,Persistently Depressed
3705300,3,Persistently Depressed
3705400,1,Below-Average Recovery
3800100,3,Persistently Depressed
3800200,3,Persistently Depressed
3800300,3,Persistently Depressed
3800400,3,Persistently Depressed
3800500,1,Below-Average Recovery
3900100,3,Persistently Depressed
3900200,1,Below-Average Recovery
3900300,1,Below-Average Recovery
3900400,3,Persistently Depressed
3900500,3,Persistently Depressed
3900600,3,Persistently Depressed
3900700,3,Persistently Depressed
3900801,3,Persistently Depressed
3900802,1,Below-Average Recovery
3900901,1,Below-Average Recovery
3900902,1,Below-Average Recovery
3900903,1,Below-Average Recovery
3900904,3,Persistently Depressed
3900905,3,Persistently Depressed
3900906,3,Persistently Depressed
3900907,3,Persistently Depressed
3900908,3,Persistently Depressed
3900909,3,Persistently Depressed
3900910,1,Below-Average Recovery
3901000,1,Below-Average Recovery
3901100,1,Below-Average Recovery
3901200,1,Below-Average Recovery
3901300,3,Persistently Depressed
3901400,3,Persistently Depressed
3901500,3,Persistently Depressed
3901600,3,Persistently Depressed
3901700,1,Below-Average Recovery
3901801,1,Below-Average Recovery
3901802,1,Below-Average Recovery
3901803,3,Persistently Depressed
3901804,3,Persistently Depressed
3901805,1,Below-Average Recovery
3901900,1,Below-Average Recovery
3902000,3,Persistently Depressed
3902100,3,Persistently Depressed
3902200,3,Persistently Depressed
3902300,3,Persistently Depressed
3902400,3,Persistently Depressed
3902500,3,Persistently Depressed
3902600,3,Persistently Depressed
3902700,3,Persistently Depressed
3902800,3,Persistently Depressed
3902900,3,Persistently Depressed
3903000,3,Persistently Depressed
3903100,1,Below-Average Recovery
3903200,3,Persistently Depressed
3903300,1,Below-Average Recovery
3903400,3,Persistently Depressed
3903500,3,Persistently Depressed
3903600,3,Persistently Depressed
3903700,3,Persistently Depressed
3903800,1,Below-Average Recovery
3903900,1,Below-Average Recovery
3904000,1,Below-Average Recovery
3904101,1,Below-Average Recovery
3904102,1,Below-Average Recovery
3904103,1,Below-Average Recovery
3904104,1,Below-Average Recovery
3904105,1,Below-Average Recovery
3904106,3,Persistently Depressed
3904107,3,Persistently Depressed
3904108,3,Persistently Depressed
3904109,3,Persistently Depressed
3904110,3,Persistently Depressed
3904111,1,Below-Average Recovery
3904200,1,Below-Average Recovery
3904300,3,Persistently Depressed
3904400,1,Below-Average Recovery
3904500,3,Persistently Depressed
3904601,3,Persistently Depressed
3904602,3,Persistently Depressed
3904603,3,Persistently Depressed
3904604,1,Below-Average Recovery
3904700,1,Below-Average Recovery
3904800,3,Persistently Depressed
3904900,3,Persistently Depressed
3905000,3,Persistently Depressed
3905100,3,Persistently Depressed
3905200,3,Persistently Depressed
3905301,1,Below-Average Recovery
3905302,1,Below-Average Recovery
3905401,1,Below-Average Recovery
3905402,3,Persistently Depressed
3905403,3,Persistently Depressed
3905501,1,Below-Average Recovery
3905502,1,Below-Average Recovery
3905503,3,Persistently Depressed
3905504,3,Persistently Depressed
3905505,1,Below-Average Recovery
3905506,1,Below-Average Recovery
3905507,1,Below-Average Recovery
3905600,1,Below-Average Recovery
3905700,3,Persistently Depressed
4000100,3,Persistently Depressed
4000200,3,Persistently Depressed
4000300,3,Persistently Depressed
4000400,3,Persistently Depressed
4000500,3,Persistently Depressed
4000601,3,Persistently Depressed
4000602,3,Persistently Depressed
4000701,3,Persistently Depressed
4000702,3,Persistently Depressed
4000800,1,Below-Average Recovery
4000900,3,Persistently Depressed
4001001,3,Persistently Depressed
4001002,3,Persistently Depressed
4001003,1,Below-Average Recovery
4001004,3,Persistently Depressed
4001005,3,Persistently Depressed
4001006,3,Persistently Depressed
4001101,3,Persistently Depressed
4001102,3,Persistently Depressed
4001201,3,Persistently Depressed
4001202,3,Persistently Depressed
4001203,3,Persistently Depressed
4001204,3,Persistently Depressed
4001301,3,Persistently Depressed
4001302,3,Persistently Depressed
4001400,3,Persistently Depressed
4001501,3,Persistently Depressed
4001601,3,Persistently Depressed
4100100,3,Persistently Depressed
4100200,2,Boom Markets
4100300,3,Persistently Depressed
4100400,2,Boom Markets
4100500,2,Boom Markets
4100600,2,Boom Markets
4100703,2,Boom Markets
4100704,2,Boom Markets
4100705,3,Persistently Depressed
4100800,3,Persistently Depressed
4100901,2,Boom Markets
4100902,3,Persistently Depressed
4101000,3,Persistently Depressed
4101103,2,Boom Markets
4101104,2,Boom Markets
4101105,2,Boom Markets
4101200,2,Boom Markets
4101301,2,Boom Markets
4101302,2,Boom Markets
4101303,2,Boom Markets
4101305,1,Below-Average Recovery
4101314,4,Above-Average Recovery
4101316,2,Boom Markets
4101317,2,Boom Markets
4101318,2,Boom Markets
4101319,1,Below-Average Recovery
4101320,1,Below-Average Recovery
4101321,1,Below-Average Recovery
4101322,1,Below-Average Recovery
4101323,1,Below-Average Recovery
4101324,1,Below-Average Recovery
4200101,3,Persistently Depressed
4200102,3,Persistently Depressed
4200200,3,Persistently Depressed
4200300,3,Persistently Depressed
4200400,3,Persistently Depressed
4200500,3,Persistently Depressed
4200600,1,Below-Average Recovery
4200701,3,Persistently Depressed
4200702,3,Persistently Depressed
4200801,3,Persistently Depressed
4200802,3,Persistently Depressed
4200803,3,Persistently Depressed
4200900,3,Persistently Depressed
4201000,3,Persistently Depressed
4201100,3,Persistently Depressed
4201200,1,Below-Average Recovery
4201300,3,Persistently Depressed
4201400,3,Persistently Depressed
4201501,3,Persistently Depressed
4201502,1,Below-Average Recovery
4201600,1,Below-Average Recovery
4201701,2,Boom Markets
4201702,1,Below-Average Recovery
4201801,1,Below-Average Recovery
4201802,1,Below-Average Recovery
4201803,1,Below-Average Recovery
4201804,3,Persistently Depressed
4201805,3,Persistently Depressed
4201806,1,Below-Average Recovery
4201807,1,Below-Average Recovery
4201900,3,Persistently Depressed
4202001,1,Below-Average Recovery
4202002,1,Below-Average Recovery
4202003,3,Persistently Depressed
4202100,3,Persistently Depressed
4202200,3,Persistently Depressed
4202301,3,Persistently Depressed
4202302,1,Below-Average Recovery
4202401,3,Persistently Depressed
4202402,1,Below-Average Recovery
4202500,3,Persistently Depressed
4202600,3,Persistently Depressed
4202701,3,Persistently Depressed
4202702,3,Persistently Depressed
4202703,1,Below-Average Recovery
4202801,1,Below-Average Recovery
4202802,1,Below-Average Recovery
4202803,3,Persistently Depressed
4202901,3,Persistently Depressed
4202902,1,Below-Average Recovery
4203001,1,Below-Average Recovery
4203002,1,Below-Average Recovery
4203003,1,Below-Average Recovery
4203004,1,Below-Average Recovery
4203101,1,Below-Average Recovery
4203102,1,Below-Average Recovery
4203103,1,Below-Average Recovery
4203104,1,Below-Average Recovery
4203105,1,Below-Average Recovery
4203106,1,Below-Average Recovery
4203201,3,Persistently Depressed
4203202,3,Persistently Depressed
4203203,3,Persistently Depressed
4203204,3,Persistently Depressed
4203205,3,Persistently Depressed
4203206,3,Persistently Depressed
4203207,3,Persistently Depressed
4203208,3,Persistently Depressed
4203209,1,Below-Average Recovery
4203210,3,Persistently Depressed
4203211,2,Boom Markets
4203301,1,Below-Average Recovery
4203302,1,Below-Average Recovery
4203303,3,Persistently Depressed
4203304,1,Below-Average Recovery
4203401,1,Below-Average Recovery
4203402,1,Below-Average Recovery
4203403,1,Below-Average Recovery
4203404,1,Below-Average Recovery
4203501,3,Persistently Depressed
4203502,1,Below-Average Recovery
4203503,3,Persistently Depressed
4203504,1,Below-Average Recovery
4203601,1,Below-Average Recovery
4203602,1,Below-Average Recovery
4203603,1,Below-Average Recovery
4203701,1,Below-Average Recovery
4203702,3,Persistently Depressed
4203800,3,Persistently Depressed
4203900,3,Persistently Depressed
4204001,1,Below-Average Recovery
4204002,3,Persistently Depressed
4400101,1,Below-Average Recovery
4400102,1,Below-Average Recovery
4400103,3,Persistently Depressed
4400104,1,Below-Average Recovery
4400201,1,Below-Average Recovery
4400300,1,Below-Average Recovery
4400400,1,Below-Average Recovery
4500101,3,Persistently Depressed
4500102,2,Boom Markets
4500103,3,Persistently Depressed
4500104,1,Below-Average Recovery
4500105,3,Persistently Depressed
4500200,3,Persistently Depressed
4500301,3,Persistently Depressed
4500302,3,Persistently Depressed
4500400,3,Persistently Depressed
4500501,1,Below-Average Recovery
4500502,1,Below-Average Recovery
4500601,3,Persistently Depressed
4500602,3,Persistently Depressed
4500603,3,Persistently Depressed
4500604,3,Persistently Depressed
4500605,3,Persistently Depressed
4500700,3,Persistently Depressed
4500800,3,Persistently Depressed
4500900,3,Persistently Depressed
4501000,3,Persistently Depressed
4501101,3,Persistently Depressed
4501102,3,Persistently Depressed
4501201,3,Persistently Depressed
4501202,2,Boom Markets
4501203,2,Boom Markets
4501204,2,Boom Markets
4501300,3,Persistently Depressed
4501400,3,Persistently Depressed
4501500,3,Persistently Depressed
4501600,3,Persistently Depressed
4600100,3,Persistently Depressed
4600200,3,Persistently Depressed
4600300,3,Persistently Depressed
4600400,3,Persistently Depressed
4600500,2,Boom Markets
4600600,1,Below-Average Recovery
4700100,3,Persistently Depressed
4700200,3,Persistently Depressed
4700300,3,Persistently Depressed
4700400,3,Persistently Depressed
4700500,2,Boom Markets
4700600,3,Persistently Depressed
4700700,3,Persistently Depressed
4700800,3,Persistently Depressed
4700900,3,Persistently Depressed
4701000,3,Persistently Depressed
4701100,3,Persistently Depressed
4701200,3,Persistently Depressed
4701300,3,Persistently Depressed
4701400,3,Persistently Depressed
4701500,3,Persistently Depressed
4701601,3,Persistently Depressed
4701602,1,Below-Average Recovery
4701603,3,Persistently Depressed
4701604,1,Below-Average Recovery
4701700,3,Persistently Depressed
4701800,3,Persistently Depressed
4701900,3,Persistently Depressed
4702001,3,Persistently Depressed
4702002,3,Persistently Depressed
4702003,1,Below-Average Recovery
4702100,3,Persistently Depressed
4702200,3,Persistently Depressed
4702300,2,Boom Markets
4702401,2,Boom Markets
4702402,2,Boom Markets
4702501,2,Boom Markets
4702502,2,Boom Markets
4702503,2,Boom Markets
4702504,2,Boom Markets
4702505,1,Below-Average Recovery
4702600,1,Below-Average Recovery
4702700,2,Boom Markets
4702800,3,Persistently Depressed
4702900,3,Persistently Depressed
4703000,3,Persistently Depressed
4703100,3,Persistently Depressed
4703201,3,Persistently Depressed
4703202,3,Persistently Depressed
4703203,3,Persistently Depressed
4703204,2,Boom Markets
4703205,2,Boom Markets
4703206,2,Boom Markets
4703207,3,Persistently Depressed
4703208,3,Persistently Depressed
4800100,3,Persistently Depressed
4800200,3,Persistently Depressed
4800300,3,Persistently Depressed
4800400,3,Persistently Depressed
4800501,3,Persistently Depressed
4800502,3,Persistently Depressed
4800600,3,Persistently Depressed
4800700,3,Persistently Depressed
4800800,3,Persistently Depressed
4800900,2,Boom Markets
4801000,3,Persistently Depressed
4801100,3,Persistently Depressed
4801200,3,Persistently Depressed
4801300,3,Persistently Depressed
4801400,2,Boom Markets
4801501,3,Persistently Depressed
4801502,3,Persistently Depressed
4801600,3,Persistently Depressed
4801700,3,Persistently Depressed
4801800,3,Persistently Depressed
4801901,1,Below-Average Recovery
4801902,1,Below-Average Recovery
4801903,2,Boom Markets
4801904,2,Boom Markets
4801905,2,Boom Markets
4801906,2,Boom Markets
4801907,2,Boom Markets
4802001,1,Below-Average Recovery
4802002,1,Below-Average Recovery
4802003,1,Below-Average Recovery
4802004,1,Below-Average Recovery
4802005,2,Boom Markets
4802006,2,Boom Markets
4802101,2,Boom Markets
4802102,3,Persistently Depressed
4802200,3,Persistently Depressed
4802301,2,Boom Markets
4802302,3,Persistently Depressed
4802303,3,Persistently Depressed
4802304,3,Persistently Depressed
4802305,3,Persistently Depressed
4802306,2,Boom Markets
4802307,2,Boom Markets
4802308,2,Boom Markets
4802309,2,Boom Markets
4802310,3,Persistently Depressed
4802311,1,Below-Average Recovery
4802312,4,Above-Average Recovery
4802313,1,Below-Average Recovery
4802314,3,Persistently Depressed
4802315,2,Boom Markets
4802316,2,Boom Markets
4802317,2,Boom Markets
4802318,3,Persistently Depressed
4802319,3,Persistently Depressed
4802320,3,Persistently Depressed
4802321,2,Boom Markets
4802322,1,Below-Average Recovery
4802400,2,Boom Markets
4802501,1,Below-Average Recovery
4802502,1,Below-Average Recovery
4802503,3,Persistently Depressed
4802504,1,Below-Average Recovery
4802505,2,Boom Markets
4802506,2,Boom Markets
4802507,2,Boom Markets
4802508,3,Persistently Depressed
4802509,1,Below-Average Recovery
4802510,1,Below-Average Recovery
4802511,1,Below-Average Recovery
4802512,2,Boom Markets
4802513,2,Boom Markets
4802514,2,Boom Markets
4802515,2,Boom Markets
4802516,2,Boom Markets
4802600,3,Persistently Depressed
4802700,3,Persistently Depressed
4802800,3,Persistently Depressed
4802900,3,Persistently Depressed
4803000,1,Below-Average Recovery
4803100,3,Persistently Depressed
4803200,3,Persistently Depressed
4803301,1,Below-Average Recovery
4803302,3,Persistently Depressed
4803303,3,Persistently Depressed
4803304,3,Persistently Depressed
4803305,3,Persistently Depressed
4803306,3,Persistently Depressed
4803400,3,Persistently Depressed
4803501,3,Persistently Depressed
4803502,3,Persistently Depressed
4803601,3,Persistently Depressed
4803602,3,Persistently Depressed
4803700,3,Persistently Depressed
4803801,3,Persistently Depressed
4803802,3,Persistently Depressed
4803900,3,Persistently Depressed
4804000,3,Persistently Depressed
4804100,3,Persistently Depressed
4804200,3,Persistently Depressed
4804301,3,Persistently Depressed
4804302,3,Persistently Depressed
4804400,2,Boom Markets
4804501,2,Boom Markets
4804502,1,Below-Average Recovery
4804503,1,Below-Average Recovery
4804504,2,Boom Markets
4804601,2,Boom Markets
4804602,3,Persistently Depressed
4804603,1,Below-Average Recovery
4804604,4,Above-Average Recovery
4804605,3,Persistently Depressed
4804606,3,Persistently Depressed
4804607,3,Persistently Depressed
4804608,3,Persistently Depressed
4804609,2,Boom Markets
4804610,3,Persistently Depressed
4804611,3,Persistently Depressed
4804612,2,Boom Markets
4804613,1,Below-Average Recovery
4804614,3,Persistently Depressed
4804615,3,Persistently Depressed
4804616,2,Boom Markets
4804617,3,Persistently Depressed
4804618,3,Persistently Depressed
4804619,3,Persistently Depressed
4804620,3,Persistently Depressed
4804621,2,Boom Markets
4804622,3,Persistently Depressed
4804623,3,Persistently Depressed
4804624,1,Below-Average Recovery
4804625,2,Boom Markets
4804626,3,Persistently Depressed
4804627,2,Boom Markets
4804628,3,Persistently Depressed
4804629,3,Persistently Depressed
4804630,2,Boom Markets
4804631,1,Below-Average Recovery
4804632,2,Boom Markets
4804633,1,Below-Average Recovery
4804634,3,Persistently Depressed
4804635,3,Persistently Depressed
4804636,2,Boom Markets
4804637,3,Persistently Depressed
4804638,3,Persistently Depressed
4804701,3,Persistently Depressed
4804702,1,Below-Average Recovery
4804801,1,Below-Average Recovery
4804802,3,Persistently Depressed
4804803,2,Boom Markets
4804901,3,Persistently Depressed
4804902,1,Below-Average Recovery
4804903,3,Persistently Depressed
4804904,2,Boom Markets
4804905,1,Below-Average Recovery
4805000,3,Persistently Depressed
4805100,2,Boom Markets
4805201,1,Below-Average Recovery
4805202,1,Below-Average Recovery
4805203,1,Below-Average Recovery
4805204,1,Below-Average Recovery
4805301,1,Below-Average Recovery
4805302,2,Boom Markets
4805303,2,Boom Markets
4805304,2,Boom Markets
4805305,4,Above-Average Recovery
4805306,1,Below-Average Recovery
4805307,2,Boom Markets
4805308,1,Below-Average Recovery
4805309,1,Below-Average Recovery
4805400,1,Below-Average Recovery
4805500,3,Persistently Depressed
4805600,3,Persistently Depressed
4805700,3,Persistently Depressed
4805800,2,Boom Markets
4805901,3,Persistently Depressed
4805902,3,Persistently Depressed
4805903,3,Persistently Depressed
4805904,3,Persistently Depressed
4805905,3,Persistently Depressed
4805906,3,Persistently Depressed
4805907,2,Boom Markets
4805908,3,Persistently Depressed
4805909,3,Persistently Depressed
4805910,3,Persistently Depressed
4805911,1,Below-Average Recovery
4805912,3,Persistently Depressed
4805913,3,Persistently Depressed
4805914,1,Below-Average Recovery
4805915,1,Below-Average Recovery
4805916,2,Boom Markets
4806000,3,Persistently Depressed
4806100,3,Persistently Depressed
4806200,3,Persistently Depressed
4806301,3,Persistently Depressed
4806302,3,Persistently Depressed
4806400,3,Persistently Depressed
4806500,3,Persistently Depressed
4806601,3,Persistently Depressed
4806602,3,Persistently Depressed
4806603,3,Persistently Depressed
4806701,3,Persistently Depressed
4806702,3,Persistently Depressed
4806703,3,Persistently Depressed
4806801,3,Persistently Depressed
4806802,3,Persistently Depressed
4806803,3,Persistently Depressed
4806804,3,Persistently Depressed
4806805,3,Persistently Depressed
4806806,3,Persistently Depressed
4806807,3,Persistently Depressed
4806900,3,Persistently Depressed
4903001,2,Boom Markets
4905001,1,Below-Average Recovery
4911001,1,Below-Average Recovery
4911002,1,Below-Average Recovery
4913001,1,Below-Average Recovery
4921001,2,Boom Markets
4935001,2,Boom Markets
4935002,2,Boom Markets
4935003,2,Boom Markets
4935004,2,Boom Markets
4935005,2,Boom Markets
4935006,1,Below-Average Recovery
4935007,1,Below-Average Recovery
4935008,2,Boom Markets
4935009,1,Below-Average Recovery
4949001,2,Boom Markets
4949002,1,Below-Average Recovery
4949003,2,Boom Markets
4949004,2,Boom Markets
4953001,2,Boom Markets
4957001,2,Boom Markets
4957002,2,Boom Markets
5000100,1,Below-Average Recovery
5000200,1,Below-Average Recovery
5000300,1,Below-Average Recovery
5000400,1,Below-Average Recovery
5101301,4,Above-Average Recovery
5101302,1,Below-Average Recovery
5104101,1,Below-Average Recovery
5104102,1,Below-Average Recovery
5104103,1,Below-Average Recovery
5110701,1,Below-Average Recovery
5110702,4,Above-Average Recovery
5110703,4,Above-Average Recovery
5151010,3,Persistently Depressed
5151020,3,Persistently Depressed
5151040,3,Persistently Depressed
5151044,3,Persistently Depressed
5151045,3,Persistently Depressed
5151080,3,Persistently Depressed
5151084,1,Below-Average Recovery
5151085,3,Persistently Depressed
5151087,1,Below-Average Recovery
5151089,1,Below-Average Recovery
5151090,1,Below-Average Recovery
5151095,3,Persistently Depressed
5151096,3,Persistently Depressed
5151097,3,Persistently Depressed
5151105,3,Persistently Depressed
5151110,3,Persistently Depressed
5151115,1,Below-Average Recovery
5151120,1,Below-Average Recovery
5151125,3,Persistently Depressed
5151135,3,Persistently Depressed
5151145,1,Below-Average Recovery
5151154,1,Below-Average Recovery
5151155,1,Below-Average Recovery
5151164,1,Below-Average Recovery
5151165,1,Below-Average Recovery
5151167,1,Below-Average Recovery
5151175,1,Below-Average Recovery
5151186,1,Below-Average Recovery
5151206,1,Below-Average Recovery
5151215,1,Below-Average Recovery
5151224,1,Below-Average Recovery
5151225,1,Below-Average Recovery
5151235,1,Below-Average Recovery
5151244,1,Below-Average Recovery
5151245,1,Below-Average Recovery
5151246,1,Below-Average Recovery
5151255,4,Above-Average Recovery
5155001,1,Below-Average Recovery
5155002,1,Below-Average Recovery
5159301,1,Below-Average Recovery
5159302,1,Below-Average Recovery
5159303,4,Above-Average Recovery
5159304,4,Above-Average Recovery
5159305,4,Above-Average Recovery
5159306,1,Below-Average Recovery
5159307,4,Above-Average Recovery
5159308,4,Above-Average Recovery
5159309,1,Below-Average Recovery
5310100,2,Boom Markets
5310200,2,Boom Markets
5310300,2,Boom Markets
5310400,3,Persistently Depressed
5310501,1,Below-Average Recovery
5310502,1,Below-Average Recovery
5310503,2,Boom Markets
5310504,2,Boom Markets
5310600,2,Boom Markets
5310701,1,Below-Average Recovery
5310702,2,Boom Markets
5310703,2,Boom Markets
5310800,3,Persistently Depressed
5310901,3,Persistently Depressed
5310902,3,Persistently Depressed
5311000,2,Boom Markets
5311101,2,Boom Markets
5311102,2,Boom Markets
5311103,2,Boom Markets
5311104,1,Below-Average Recovery
5311200,2,Boom Markets
5311300,2,Boom Markets
5311401,2,Boom Markets
5311402,2,Boom Markets
5311501,2,Boom Markets
5311502,2,Boom Markets
5311503,2,Boom Markets
5311504,2,Boom Markets
5311505,2,Boom Markets
5311506,2,Boom Markets
5311507,2,Boom Markets
5311601,4,Above-Average Recovery
5311602,4,Above-Average Recovery
5311603,4,Above-Average Recovery
5311604,4,Above-Average Recovery
